,Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
46882,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,2004.0,HYUN,ACCENT,BLACK,21202h1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
40307,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MI,02 - Automobile,2003.0,FORD,TAURUS,GRAY,21201a1,No,BLACK,F,TIMONIUM,MD,MD,A - Marked Patrol,Warning
27643,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,No,Yes,No,MD,02 - Automobile,2000.0,CHEVROLET,SILVERADO,BLUE,21902b1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
40560,FAILURE TO DISPLAY TAB ON PLATES OF VEH AS REQUIRED BY ADM,No,No,No,No,No,MD,05 - Light Duty Truck,2010.0,FORD,ESCAPE,GRAY,13410e2,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
59511,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,FUSION 4S,GRAY,13411f,No,WHITE,F,BROOKEVILLE,MD,MD,B - Unmarked Patrol,Warning
15787,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 35,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,ALTIMA,SILVER,21801a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
36777,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,ACCORD,WHITE,21707a,No,HISPANIC,M,NORTH POTOMAC,MD,MD,B - Unmarked Patrol,Warning
1531,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,1988.0,DODGE,4S,BLUE LIGHT,13401h,No,WHITE,M,POOLESVILLE,MD,MD,B - Unmarked Patrol,Citation
40297,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,06 - Heavy Duty Truck,2014.0,DODGE,TRUCK,BLUE DARK,218011,No,WHITE,F,MARRIOTTSVILLE,MD,MD,Q - Marked Laser,Warning
40977,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,Yes,No,No,No,No,MD,02 - Automobile,2004.0,CADI,ESCALADE,BLUE,21201a1,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,Warning
1810,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,1998.0,BUICK,4S,GREEN,16303c,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Citation
18888,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,No,No,No,No,No,CA,02 - Automobile,2002.0,NISSAN,SENTRA,RED,13401b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
8680,DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,Yes,No,No,No,No,MD,02 - Automobile,2017.0,TOYOTA,RAV4,MAROON,21201a2,No,ASIAN,M,GLEN BURNIE,MD,MD,A - Marked Patrol,Citation
21556,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2014.0,FORD,E350,WHITE,2111242d2,No,WHITE,M,MOUNT AIRY,MD,MD,A - Marked Patrol,Citation
17340,OPER MOTOR VEH WITH OPERATOR NOT RESTRAINED BY SEAT BELT,No,No,No,No,No,MD,02 - Automobile,2001.0,VOLVO,S80,SILVER,224123b,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
15125,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2005.0,FORD,EXPEDITION,RED,16101a,No,BLACK,F,BURTONSVILLE,MD,XX,A - Marked Patrol,Citation
54402,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,No,No,No,No,No,MD,02 - Automobile,2002.0,LINC,4D,CREAM,16116a,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
18942,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,MD,02 - Automobile,2001.0,MITS,GALANT,SILVER,16303h,No,BLACK,M,OLNEY,MD,MD,A - Marked Patrol,Citation
16364,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2012.0,SUBA,4S,BLUE,22226a,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
32066,EXCEEDING MAXIMUM SPEED 56 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2003.0,SATURN,SUV,SILVER,218011,No,HISPANIC,F,RIVERDALE,MD,MD,Q - Marked Laser,Citation
69324,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYOTA,CAMRY,GRAY,21201a1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
9580,RECKLESS DRIVING,No,No,No,No,No,MD,02 - Automobile,2006.0,FORD,TAURUS,SILVER,219011a,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
19334,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,F250,GREEN,13411a,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,Citation
35433,TAG LIGHTS,No,No,No,No,No,MD,02 - Automobile,2011.0,SUBA,SW,SILVER,65,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,SERO
48625,FAILURE TO STOP AT STOP SIGN,No,No,No,No,No,MD,02 - Automobile,2010.0,JEEP,WRANGLER,RED,21707a,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
29299,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2005.0,SUZUKI,MC,YELLOW,13411d,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
64167,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2018.0,TOYOYA,COROLLA,GRAY,21201a1,No,BLACK,F,LORTON,VA,VA,A - Marked Patrol,Warning
8002,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,CAMRY,BEIGE,21707a,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
40655,DRIVING VEH ON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR,No,No,No,No,No,MD,05 - Light Duty Truck,2004.0,DODGE,DURANGO,BLACK,22227d,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
22009,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,No,No,No,VA,02 - Automobile,2015.0,HONDA,CIVIC,WHITE,21902b1,No,HISPANIC,F,SILVER SPRING,MD,MD,Q - Marked Laser,Citation
40981,FAILURE TO DRIVE RIGHT OF CENTER,No,No,No,No,No,MD,02 - Automobile,2003.0,LEXUS,ES 300,GREEN,21301a,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
29592,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,HIGHLANDER,SILVER,13411f,No,BLACK,F,MIDDLE RIVER,MD,MD,A - Marked Patrol,Citation
50871,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,RAV4,BLUE,218011,No,ASIAN,F,ROCKVILLE,MD,MD,Q - Marked Laser,Warning
15338,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,No,No,No,No,No,MD,02 - Automobile,2001.0,BMW,530I,SILVER,16116a,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
39338,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,28 - Other,2013.0,TOYOTA,SUV,WHITE,21201a1,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
60913,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,02 - Automobile,2014.0,RAM,TRK,RED,218011,No,WHITE,M,MARRIOTTSVILLE,MD,MD,O - Foot Patrol,Warning
3267,EXCEEDING MAXIMUM SPEED 64 MPH IN A POSTED 55 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,CIVIC,BLACK,218011,No,HISPANIC,M,HYATTSVILLE,MD,MD,J - Unmarked Moving Radar (Moving),Citation
52320,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2006.0,DODGE,MAGNUN,BLACK,21201a1,No,BLACK,F,CLINTON,MD,MD,A - Marked Patrol,Warning
39514,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,1996.0,CHEVY,PRISM,WHITE,16101a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
63587,USING DEVICE ON MOTOR VEH EXHAUST EXTENSION CAUSING EXCESSIVE NOISE,No,No,No,No,No,MD,02 - Automobile,1986.0,TOYOTA,COROLLA,BLACK,22402b,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
25289,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEVROLET,MALIBU,BLUE DARK,21201a1,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
17749,EXCEEDING MAXIMUM SPEED 85 MPH IN A POSTED 55 MPH ZONE,No,No,No,No,No,ND,02 - Automobile,2013.0,HONDA,CIVIC,WHITE,218011,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
41926,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2000.0,DODGE,RAM 1500,RED,13411d,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
48228,NEGLIGENT DRIVING,No,No,No,No,No,MD,02 - Automobile,2013.0,CHEVROLET,SPARK,RED,219011b,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,Warning
6546,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,1998.0,TOYT,4S,BEIGE,16101a,No,WHITE,M,ROCKVILLE,MD,CA,A - Marked Patrol,Citation
27890,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,05 - Light Duty Truck,2012.0,GMC,TK,GOLD,13409b,No,HISPANIC,M,GAMBRILLS,MD,MD,S - License Plate Recognition,Citation
41582,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,1988.0,HOND,CIVIC,SILVER,218011,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,Warning
19222,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,No,Yes,No,No,No,MD,02 - Automobile,2001.0,HOND,CIVIC,SILVER,21801b,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
22303,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,No,No,No,No,No,MD,02 - Automobile,2004.0,BMW,2S,GRAY,21902a2,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
26432,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,2001.0,AUDI,A4,BLACK,16112c,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
67735,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,SCION TC,SILVER,13409b,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
41598,DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,No,No,MD,02 - Automobile,1991.0,HOND,CIVIC,BLUE,211104c,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
32052,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,MD,02 - Automobile,2017.0,AUDI,TK,WHITE,219011b,No,ASIAN,M,ELLICOTT CITY,MD,MD,A - Marked Patrol,Citation
13877,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CRV,BLACK,16303h,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
51614,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,4DR,SILVER,218011,No,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,Warning
34396,STOP LIGHTS,No,No,No,No,No,MD,02 - Automobile,2002.0,CHEVY,MONTE CARLO,BLACK,64,No,BLACK,F,WALDORF,MD,MD,A - Marked Patrol,SERO
19115,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,1991.0,ACURA,INTEGRA,BLUE LIGHT,16303d,No,HISPANIC,M,LAUREL,MD,XX,A - Marked Patrol,Citation
56356,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEV,TK,WHITE,21801a,No,BLACK,F,GLENWOOD,MD,MD,A - Marked Patrol,Warning
11151,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,NY,02 - Automobile,2012.0,SUBARU,LEGACY,RED,16303c,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
61051,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,MD,02 - Automobile,2002.0,TOYO,2D,BLUE,21204b,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
41093,DRIVING UNSAFE VEH ON HWY,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,SIENNA,BLUE LIGHT,22101a,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
42669,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERGENCY VEHICLE,No,No,No,No,No,MD,02 - Automobile,2005.0,NISSAN,ALTIMA,BLUE,21405e1,No,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
32126,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,MD,02 - Automobile,2006.0,MERC,MILAN,GOLD,219011b,No,BLACK,F,GREENBELT,MD,MD,A - Marked Patrol,Citation
23792,DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2001.0,AUDI,A4,BLUE,21309b,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
8173,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2006.0,MERZ,CLS 500,WHITE,21902b1,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Citation
54232,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,05 - Light Duty Truck,2011.0,FORD,F150,RED,13411a,No,BLACK,F,HAGERSTOWN,MD,MD,Q - Marked Laser,Warning
13407,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYOTA,COROLLA,SILVER,13409b,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
14512,DRIVING ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYT,CAMRY,RED,16101a1,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
33691,Headlights,No,No,No,Yes,No,MD,06 - Heavy Duty Truck,2006.0,MACK,TRUCK,BROWN,55,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,SERO
67948,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2005.0,ACUR,4DR,GRAY,13409b,No,WHITE,F,GAITHERSBURG,MD,MD,S - License Plate Recognition,Warning
61145,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2012.0,LEXS,4S,GRAY,22226a,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
6530,EXCEEDING MAXIMUM SPEED 50 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2008.0,TOYOTA,SU,BLACK,218011,No,HISPANIC,F,SILVER SPRING,MD,MD,O - Foot Patrol,Citation
41342,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,TOYOTA,TACOMA,GRAY,21201a1,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
27266,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,06 - Heavy Duty Truck,2012.0,INT,TK,WHITE,13409b,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
38577,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,VA,02 - Automobile,1999.0,TOYOTA,COROLLA,BLUE,16101a,No,HISPANIC,M,ARLINGTON,VA,XX,A - Marked Patrol,Warning
18141,DRIVING VEH WHILE IMPAIRED BY ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2004.0,BUICK,RENDEVOUS,GOLD,21902b1i,No,WHITE,M,CLARKSVILLE,MD,MD,B - Unmarked Patrol,Citation
47284,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2003.0,JEEP,SUV,BLUE,13401h,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
61124,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2011.0,CHEV,TAHOE,BLACK,21201a1,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
23803,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,COROLLA,WHITE,13401b1,No,BLACK,M,WASHINGTON DC,DC,DC,A - Marked Patrol,Citation
58801,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,PRIUS,SILVER,13409b,No,ASIAN,F,DERWOOD,MD,MD,Q - Marked Laser,Warning
13116,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,03 - Station Wagon,2010.0,FORD,TRANSIT,WHITE,21201a1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
60745,FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,MD,02 - Automobile,2006.0,HOND,CIVIC,RED,22203b,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
7777,OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH DURING REG PERIOD,No,No,No,No,No,MD,02 - Automobile,2017.0,HONDA,CIVIC,WHITE,17104,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
31616,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CIVIC,SILVER,21902a1,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
23654,OPERATOR NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,02 - Automobile,2005.0,HYUNDAI,4DR,GRAY,224123b,No,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser,Citation
54027,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,05 - Light Duty Truck,2004.0,LEXUS,LX470,WHITE,21202h1,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
37226,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2008.0,TOYOTA,COROLLA,SILVER,21201a1,No,HISPANIC,M,GREENBELT,MD,MD,A - Marked Patrol,Warning
9007,EXCEEDING MAXIMUM SPEED 60 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,FL,02 - Automobile,2001.0,BMW,M3,BLACK,218011,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
59896,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2002.0,ACURA,TL,BLACK,21201a1,No,WHITE,F,ARLINGTON,VA,VA,A - Marked Patrol,Warning
23482,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2002.0,MAZD,MILLENIA 4S,SILVER,21902a1,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
69823,DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2000.0,NISSAN,QUEST,BLUE,23104,No,OTHER,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
38092,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2010.0,ACUR,TK,WHITE,218011,No,WHITE,F,POTOMAC,MD,MD,Q - Marked Laser,Warning
728,FAILURE TO STOP AT STOP SIGN,No,No,No,No,No,MD,02 - Automobile,2003.0,DODGE,RAM 15OO,RED,21707a,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,Citation
17262,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,SIENNA,GOLD,16101a,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
61089,DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,Yes,No,MD,02 - Automobile,2006.0,CHEVY,IMPALA,BLUE,23104,No,BLACK,F,DAMASCUS,MD,MD,A - Marked Patrol,Warning
8392,EXCEEDING MAXIMUM SPEED 44 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,CIVIC,BLACK,218011,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
51007,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYT,4S,BLACK,21202h1,No,WHITE,F,COLUMBIA,MD,MD,A - Marked Patrol,Warning
161,EXCEEDING MAXIMUM SPEED 57 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2007.0,NISS,4S,RED,218011,No,HISPANIC,M,ROCKVILLE,MD,MD,Q - Marked Laser,Citation
69047,PARTS NOT SPECIFICALLY PROVIDED FOR NOT IN SAFE OPERATING CONDITION,No,No,No,No,Yes,MD,05 - Light Duty Truck,1994.0,GMC,TK,WHITE,113963a,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,Warning
4389,DRIVING MOTOR VEH WHILE LIC SUSPENDED IN OTHER STATE FOR FAILURE TO APPEARFAILURE TO PAY FINE,No,No,No,No,No,NE,06 - Heavy Duty Truck,2013.0,FORD,F350,SILVER,16303i,No,BLACK,M,ALEXANDRIA,VA,VA,G - Marked Moving Radar (Stationary),Citation
35139,TAILLIGHTS,No,No,No,No,No,MD,02 - Automobile,2001.0,NISSAN,XTERRA,BROWN,56,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,SERO
29887,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,DC,02 - Automobile,2003.0,HONDA,CIVIC,SILVER,2111242d2,No,WHITE,F,WASHINGTON,DC,DC,A - Marked Patrol,Citation
33858,GLASS,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYT,TK,GREEN,61,No,WHITE,M,REISTERSTOWN,MD,MD,A - Marked Patrol,SERO
27837,OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,02 - Automobile,2004.0,NISSAN,XTERRA,BEIGE,224123b,No,HISPANIC,M,BELTSVILLE,MD,MD,A - Marked Patrol,Citation
13428,PERSON DRIVING MOTOR VEH ON HWYON SUSPENDED LIC AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2014.0,CHRY,4S,BLACK,16303c,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
21925,EXCEEDING MAXIMUM SPEED 34 MPH IN A POSTED 25 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2006.0,SUBA,4D,SILVER,218011,No,WHITE,F,KENSINGTON,MD,MD,Q - Marked Laser,Citation
